expected_job_id,runner_job_id,group,family,size,instance,stations,max_vehicles,instance_path,method,method_label,seed,job_dir,runner_path,result_path,checker_path,job_dir_present,runner_present,result_present,checker_present,runner_valid,result_valid,checker_valid,checker_fresh,checker_contract_valid,checker_strict_feasible,strict_feasible,run_status,completed,protocol_fingerprint,exit_code,timed_out,wall_runtime_seconds,distance,distance_source,result_status,failure_class,failure_stage,failure_detail,checker_failure_class,metric_warning
R-r104C5-pyvrp_repair-seed-0001,R-r104C5-pyvrp_repair-seed-0001,R,random,5,r104C5,3,2,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,204133a7ecc453714362e89c549b0621fb10738b7f6e22ca85be84159f8a129c,0,false,10.249241,136.0,checker.report.total_distance,solved,,,,success,
R-r104C5-vns_ts-seed-0001,R-r104C5-vns_ts-seed-0001,R,random,5,r104C5,3,2,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\vns_ts\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,3328092ae4e11a71647409c314bc587218e337bbb6b70620cc689c47ff782812,0,false,7.283132,136.0,checker.report.total_distance,solved,,,,success,
R-r104C5-pomo_repair-seed-0001,R-r104C5-pomo_repair-seed-0001,R,random,5,r104C5,3,2,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pomo_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,a4b66fd85bf82cdee7ac929bd42f688fb1a46f592e75e295847671e6c9ca8abd,0,false,2.65093,190.0,checker.report.total_distance,solved,,,,success,
R-r104C5-pyga_checked-seed-0001,R-r104C5-pyga_checked-seed-0001,R,random,5,r104C5,3,2,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\pyga_checked\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,a3ef220feb222ba3abbdbd0bfbc9d73bfe2daf5912a7e20cac6571b3bf4e3a9a,0,false,0.802554,,,unsolved,infeasible,checker,checker_infeasible:energy_or_charging,checker_infeasible:energy_or_charging,
R-r104C5-routefinder_repair-seed-0001,R-r104C5-routefinder_repair-seed-0001,R,random,5,r104C5,3,2,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\5\r104C5\routefinder_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,6d2f8d43205a57cee201b69683da6449c98fd87c8bd1ef4b0e7df10811a60ff3,0,false,10.140545,136.0,checker.report.total_distance,solved,,,,success,
R-r102C10-pyvrp_repair-seed-0001,R-r102C10-pyvrp_repair-seed-0001,R,random,10,r102C10,4,4,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,1c0fa03025f81b6828ef76a908996f2873faae61b2cde6a0bcfac4982cb54f51,0,false,10.494371,248.0,checker.report.total_distance,solved,,,,success,
R-r102C10-vns_ts-seed-0001,R-r102C10-vns_ts-seed-0001,R,random,10,r102C10,4,4,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\vns_ts\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,ce2899dcf4b1aca249a04285db639d5459bb610fff99f8879d6b8dd37d602d2c,0,false,63.017415,248.0,checker.report.total_distance,solved,,,,success,
R-r102C10-pomo_repair-seed-0001,R-r102C10-pomo_repair-seed-0001,R,random,10,r102C10,4,4,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pomo_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,81fe0a3376e14e3c02fd24073c927613b8b2c262c80de8a9935c414e090bf7c7,0,false,2.630047,,,unsolved,missing,checker,checker_infeasible:coverage_missing,checker_infeasible:coverage_missing,
R-r102C10-pyga_checked-seed-0001,R-r102C10-pyga_checked-seed-0001,R,random,10,r102C10,4,4,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\pyga_checked\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,e3f9ee19dde7c399f3166d6b1ffc8c70c64ce7726dc76b6bd6fbb98c5928f0d7,0,false,0.34199,,,unsolved,infeasible,checker,checker_infeasible:energy_or_charging,checker_infeasible:energy_or_charging,
R-r102C10-routefinder_repair-seed-0001,R-r102C10-routefinder_repair-seed-0001,R,random,10,r102C10,4,4,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\10\r102C10\routefinder_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,f66ac215a270b2d0adca87653d931900b8be1ea09f3d9f1c66e8b840dc51ba4f,0,false,10.640357,298.0,checker.report.total_distance,solved,,,,success,
R-r102C15-pyvrp_repair-seed-0001,R-r102C15-pyvrp_repair-seed-0001,R,random,15,r102C15,8,6,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,9894b7b36fb5d52c3d6feb19c8773598b6cc88f40f3f7bfa012b1a95cda3b636,0,false,11.028403,470.0,checker.report.total_distance,solved,,,,success,
R-r102C15-vns_ts-seed-0001,R-r102C15-vns_ts-seed-0001,R,random,15,r102C15,8,6,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\vns_ts\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,1051c7a8d862c30ac381dccab8d7731e80c40b64b110ea2f9ecc6c634c7b13c7,0,false,261.35709,414.0,checker.report.total_distance,solved,,,,success,
R-r102C15-pomo_repair-seed-0001,R-r102C15-pomo_repair-seed-0001,R,random,15,r102C15,8,6,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pomo_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,d970fff7e30a14b63199629ef54f8e6696b95c5c979b5f1f3011f2efad3267d9,0,false,6.246871,,,unsolved,missing,checker,checker_infeasible:coverage_missing,checker_infeasible:coverage_missing,
R-r102C15-pyga_checked-seed-0001,R-r102C15-pyga_checked-seed-0001,R,random,15,r102C15,8,6,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\pyga_checked\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,39cb0de9c2b0cdfef3a8bbea1e0d258ad3db130565f888a10b83e8abb99189fe,0,false,0.369744,,,unsolved,infeasible,checker,checker_infeasible:fleet,checker_infeasible:fleet,
R-r102C15-routefinder_repair-seed-0001,R-r102C15-routefinder_repair-seed-0001,R,random,15,r102C15,8,6,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\15\r102C15\routefinder_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,fda9c08b78a99a977e3b1d3d1342218b6d6c86a33e20fdcf5014814ad835f041,0,false,13.273566,470.0,checker.report.total_distance,solved,,,,success,
R-r101_21-pyvrp_repair-seed-0001,,R,random,100,r101_21,21,31,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyvrp_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
R-r101_21-vns_ts-seed-0001,,R,random,100,r101_21,21,31,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\vns_ts\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
R-r101_21-pomo_repair-seed-0001,,R,random,100,r101_21,21,31,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pomo_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
R-r101_21-pyga_checked-seed-0001,,R,random,100,r101_21,21,31,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\pyga_checked\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
R-r101_21-routefinder_repair-seed-0001,,R,random,100,r101_21,21,31,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\R\100\r101_21\routefinder_repair\seed-0001\checker.json,false,false,false,false,false,false,false,false,,,false,failed,,,,,,,,,missing,job,expected job directory is missing,,
RC-rc105C5-pyvrp_repair-seed-0001,RC-rc105C5-pyvrp_repair-seed-0001,RC,mixed,5,rc105C5,4,3,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,7ef3797866b282235788ae3a7e95e7c3fc236a61354cbd778b80552dbf95106b,0,false,10.280277,248.0,checker.report.total_distance,solved,,,,success,
RC-rc105C5-vns_ts-seed-0001,RC-rc105C5-vns_ts-seed-0001,RC,mixed,5,rc105C5,4,3,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\vns_ts\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,068b58600a15ea3d4246008f5d00144513e3c1c19b81eb4dde0bddea8026029b,0,false,15.702864,244.0,checker.report.total_distance,solved,,,,success,
RC-rc105C5-pomo_repair-seed-0001,RC-rc105C5-pomo_repair-seed-0001,RC,mixed,5,rc105C5,4,3,,pomo_repair,POMO CVRP + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pomo_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pomo_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pomo_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pomo_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,67fe709c563431b52c8e7ea332301832ac00519f3b69297cdaad9d691bc81249,0,false,2.552612,239.0,checker.report.total_distance,solved,,,,success,
RC-rc105C5-pyga_checked-seed-0001,RC-rc105C5-pyga_checked-seed-0001,RC,mixed,5,rc105C5,4,3,,pyga_checked,py-ga-VRPTW + shared checker,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyga_checked\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyga_checked\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyga_checked\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\pyga_checked\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,70c218a0e0a79a23c0004447b83ccf2da57d00758187cab8dddba14b7cf910c1,0,false,0.322094,,,unsolved,infeasible,checker,checker_infeasible:energy_or_charging,checker_infeasible:energy_or_charging,
RC-rc105C5-routefinder_repair-seed-0001,RC-rc105C5-routefinder_repair-seed-0001,RC,mixed,5,rc105C5,4,3,,routefinder_repair,RouteFinder + fleet compaction + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\routefinder_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\routefinder_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\routefinder_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\5\rc105C5\routefinder_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,true,true,feasible,true,9b1a928606144fa39aa4928b64c2e9529687bda57c180bbfc579673513c28a89,0,false,10.32956,248.0,checker.report.total_distance,solved,,,,success,
RC-rc102C10-pyvrp_repair-seed-0001,RC-rc102C10-pyvrp_repair-seed-0001,RC,mixed,10,rc102C10,4,4,,pyvrp_repair,PyVRP VRPTW + EVRP-TW repair,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyvrp_repair\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyvrp_repair\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyvrp_repair\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\pyvrp_repair\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,a5bee19114534a6c3cdf39ba35fa1953c2631da3744cfce85490291ca73b0667,0,false,10.255101,,,unsolved,missing,checker,checker_infeasible:coverage_missing,checker_infeasible:coverage_missing,
RC-rc102C10-vns_ts-seed-0001,RC-rc102C10-vns_ts-seed-0001,RC,mixed,10,rc102C10,4,4,,vns_ts,Schneider hybrid VNS/TS,1,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\vns_ts\seed-0001,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\vns_ts\seed-0001\runner.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\vns_ts\seed-0001\result.json,E:\WorkSpace\FURP-2026-Ziru-Huang-EVRP-TW\src\log\week5\stability-three-groups\runs\RC\10\rc102C10\vns_ts\seed-0001\checker.json,true,true,true,true,true,true,true,true,true,false,false,failed,true,f24077fcd66e274be1ec45ee3ff1862884f97c932534d66c6b608aa8621678b5,0,false,112.633364,,,unsolved,infeasible,checker,checker_infeasible:time_window,checker_infeasible:time_window,
