generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,70,9.190737177511909e-05,0.00013017830805410414,0.00010703937082772812,7.476884609281119e-06
1,72,9.190737177511909e-05,0.00013017830805410414,0.00010771373536496538,6.6882615492985666e-06
2,66,9.190737177511909e-05,0.00013017830805410414,0.00010757213271393533,7.381059096420482e-06
3,59,9.190737177511909e-05,0.00013017830805410414,0.00010931638434063538,7.309860186318663e-06
4,76,9.190737177511909e-05,0.00013017830805410414,0.00011106526493099501,6.094708688490904e-06
5,72,9.190737177511909e-05,0.00013017830805410414,0.00011219672856892808,5.986656334342691e-06
6,63,9.190737177511909e-05,0.0001357372884345853,0.00011246516268815689,7.177817311340729e-06
7,72,9.190737177511909e-05,0.00013017830805410414,0.0001124912648684059,7.517671743793285e-06
8,69,9.190737177511909e-05,0.00013017830805410414,0.00011243583241533216,8.386135728089398e-06
9,78,0.00010316364926761236,0.00013017830805410414,0.00011246620109920725,8.470166253267086e-06
10,59,9.791170182400892e-05,0.00013017830805410414,0.00011266251200666691,8.942302482903252e-06
11,68,9.791170182400892e-05,0.00013017830805410414,0.00011312117566485596,8.854662924769509e-06
12,60,9.985405318341456e-05,0.00013017830805410414,0.00011457615038968957,9.373864228112649e-06
13,68,9.985405318341456e-05,0.00013017830805410414,0.0001135942433659423,9.342627487415175e-06
14,68,9.648392190321436e-05,0.00013017830805410414,0.00011313331857619917,8.980869210890561e-06
15,66,9.648392190321436e-05,0.00013017830805410414,0.00011244884709532264,8.307251640213892e-06
16,66,9.648392190321436e-05,0.00013017830805410414,0.00011228603437753655,8.903093597210294e-06
17,60,9.648392190321436e-05,0.00013017830805410414,0.00011363679711124276,8.948119580758688e-06
18,66,9.648392190321436e-05,0.00013017830805410414,0.00011501891347665456,9.473620834630469e-06
19,69,9.648392190321436e-05,0.00013017830805410414,0.00011495851221178595,8.803301655448298e-06
20,66,9.648392190321436e-05,0.00013017830805410414,0.00011566244955033036,8.473458837945071e-06
21,72,0.00010252353594598813,0.00013017830805410414,0.00011646351448541801,8.595072786589777e-06
22,66,0.00010589463191669945,0.00013072658477663386,0.00011705814820929621,8.620294206874736e-06
23,65,0.00010589463191669945,0.00013072658477663386,0.00011803147861082097,8.702983352799388e-06
24,68,0.00010589463191669945,0.00013017830805410414,0.00011891378567552985,8.97816783413064e-06
25,69,9.799829866771441e-05,0.00013017830805410414,0.00011803258460144767,9.24257373891641e-06
26,72,0.00010589463191669945,0.00013017830805410414,0.00012002017854724782,9.131301055914731e-06
27,64,0.00010589463191669945,0.00013017830805410414,0.00012280627214579607,9.039420513656527e-06
28,71,0.00010522486309949337,0.00013017830805410414,0.00012216862296671513,9.295710179020663e-06
29,68,0.00010522486309949337,0.00013017830805410414,0.00012215708423675648,9.087020700611824e-06
30,64,0.00010589463191669945,0.00013017830805410414,0.00012254595986162657,8.806156582193424e-06
31,74,0.00010540998983640997,0.00013017830805410414,0.0001232363228618036,8.980190575299635e-06
32,65,0.00010540998983640997,0.00013017830805410414,0.00012316267592837665,8.795233827570614e-06
33,66,0.00010589463191669945,0.00013017830805410414,0.00012326109507772786,8.696310338836519e-06
34,74,0.00010552514750110964,0.00013017830805410414,0.00012337468669847165,9.008142082709177e-06
35,68,0.00010552514750110964,0.00013017830805410414,0.00012535238192202248,8.393823143601726e-06
36,76,0.00010552514750110964,0.00013017830805410414,0.0001242860150216498,8.983422368627081e-06
37,64,0.00010552514750110964,0.00013017830805410414,0.00012374904074285238,9.186550256227349e-06
38,66,0.00010481709021260966,0.00013017830805410414,0.00012456032491965318,8.66938624423941e-06
39,74,9.932553126552546e-05,0.00013017830805410414,0.00012517703468376405,8.518289682498162e-06
40,67,9.617028425239672e-05,0.00013139686677179327,0.00012459417543395635,9.383582475072208e-06
41,68,9.932553126552546e-05,0.00013017830805410414,0.0001263045010462451,7.843559410554393e-06
42,62,9.617028425239672e-05,0.00013017830805410414,0.0001266965017948545,7.691401379917728e-06
43,67,9.617028425239672e-05,0.00013017830805410414,0.00012625146936546565,8.429935502810275e-06
44,74,0.00010552514750110964,0.00013017830805410414,0.000127180134752665,6.5254035028506985e-06
45,65,0.00011135600397837984,0.00013017830805410414,0.00012588084271547735,7.381841953272012e-06
46,67,0.00010679418184129824,0.00013017830805410414,0.0001268716146362665,6.833198688283542e-06
47,74,0.00011314687701936169,0.00013648721256018747,0.00012850207922563388,5.1544433915090716e-06
48,68,9.998034573256043e-05,0.00013648721256018747,0.0001296621325910234,4.515766555078837e-06
49,67,0.00010450488587248965,0.00013648721256018747,0.00012942842884399467,4.969307680878013e-06
