generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
0,70,0.00012611692304441435,0.00018466882510674267,0.0001465205193508529,8.924096848555117e-06
1,72,0.00012611692304441435,0.00018466882510674267,0.00014744825995839523,8.015447198555587e-06
2,66,0.00012611692304441435,0.00018466882510674267,0.000147212745467933,9.558832531796668e-06
3,59,0.00012611692304441435,0.00018466882510674267,0.0001487572907954295,8.683796815926428e-06
4,76,0.00012611692304441435,0.00018466882510674267,0.00015075136782437905,7.128443992136199e-06
5,72,0.00012611692304441435,0.00018466882510674267,0.00015195975343764085,7.490638777259951e-06
6,63,0.00012611692304441435,0.00018466882510674267,0.00015213029201258566,9.228423787466159e-06
7,72,0.00012611692304441435,0.00018466882510674267,0.00015248718101211296,1.0454587520801202e-05
8,69,0.00012611692304441435,0.00018466882510674267,0.00015251111974042252,1.1872610111449493e-05
9,78,0.00013887571582712487,0.00018466882510674267,0.00015355943362994377,1.3132441203382245e-05
10,59,0.00013388982797327235,0.00018466882510674267,0.00015393626362337077,1.4169795996521764e-05
11,68,0.00013388982797327235,0.00018466882510674267,0.00015478797832566251,1.465983116204103e-05
12,60,0.00013887571582712487,0.00018466882510674267,0.00015807391062516376,1.5956399022017455e-05
13,68,0.00013887571582712487,0.00018466882510674267,0.00015683786204744474,1.5790940153524828e-05
14,68,0.00013887571582712487,0.00018466882510674267,0.0001567214512887927,1.5348298034543387e-05
15,66,0.00013887571582712487,0.00018466882510674267,0.00015596257236802523,1.4598959881431914e-05
16,66,0.00013887571582712487,0.00018466882510674267,0.00015568340853547974,1.4815442715327036e-05
17,60,0.00013887571582712487,0.00018466882510674267,0.00015783793391154784,1.5634721207566293e-05
18,66,0.0001362213346411256,0.00018466882510674267,0.00015994539645578106,1.6749722130311062e-05
19,69,0.0001362213346411256,0.00018807190075236232,0.0001614717884834842,1.6425410785630778e-05
20,66,0.0001362213346411256,0.00018466882510674267,0.0001632904370790427,1.6499520196353907e-05
21,72,0.00013887571582712487,0.00018466882510674267,0.00016464244825771616,1.5804807373991932e-05
22,66,0.00014585869221974082,0.00018466882510674267,0.00016567192060966193,1.498766185917423e-05
23,65,0.0001416706681670545,0.00018466882510674267,0.0001679118360120935,1.4924469412140729e-05
24,68,0.00014585869221974082,0.00018466882510674267,0.0001693632176320791,1.491850328767346e-05
25,69,0.0001408548490148866,0.00018466882510674267,0.0001676029372104318,1.4834605123795936e-05
26,72,0.00014585869221974082,0.00018466882510674267,0.0001705518760083544,1.415432917488507e-05
27,64,0.00014585869221974082,0.00018466882510674267,0.0001751806370575018,1.2826977318215084e-05
28,71,0.00014585869221974082,0.00018466882510674267,0.00017394600612404847,1.3298806258261549e-05
29,68,0.00014585869221974082,0.00018466882510674267,0.00017449746087702255,1.2583209894640978e-05
30,64,0.0001469895989118952,0.00018466882510674267,0.00017521408601449276,1.1790324781339417e-05
31,74,0.0001469895989118952,0.00018466882510674267,0.00017578436274427067,1.2449119164355032e-05
32,65,0.0001469895989118952,0.00018466882510674267,0.00017594691937085994,1.1818573778222886e-05
33,66,0.00014742073788592266,0.00018466882510674267,0.0001758688664869547,1.1825081851453464e-05
34,74,0.00014086339757667937,0.00018466882510674267,0.00017577154348064286,1.2610206571826359e-05
35,68,0.00014086339757667937,0.00018466882510674267,0.0001775946969422011,1.2747654936967298e-05
36,76,0.00014086339757667937,0.00018466882510674267,0.00017581336302289636,1.3784436666458804e-05
37,64,0.0001371862552247317,0.00018466882510674267,0.00017489484626929825,1.4535623284897392e-05
38,66,0.0001371862552247317,0.00018466882510674267,0.00017651010891639636,1.3540181043500283e-05
39,74,0.0001371862552247317,0.00018466882510674267,0.00017748979799350775,1.2940479489977867e-05
40,67,0.0001371862552247317,0.00020138158625621357,0.00017713787482777506,1.3757789955818661e-05
41,68,0.0001395030679421643,0.00018466882510674267,0.00017929178809916973,1.1371479780084505e-05
42,62,0.0001395030679421643,0.00018466882510674267,0.00018027732436855172,1.0074234290060247e-05
43,67,0.0001395030679421643,0.00018466882510674267,0.00017934254282690043,1.0756768700863124e-05
44,74,0.00015970365316072844,0.00018466882510674267,0.0001800232625352972,8.39842078016627e-06
45,65,0.00016142440654002136,0.00018466882510674267,0.00017907894874679475,8.878894949149092e-06
46,67,0.0001561888147809628,0.00018466882510674267,0.00018006271532639752,8.429245002628472e-06
47,74,0.00014171856282531098,0.00018466882510674267,0.0001811837852334974,8.061780811279268e-06
48,68,0.0001576676261334414,0.00018466882510674267,0.00018295410020566035,5.631249230393264e-06
49,67,0.0001561888147809628,0.00018466882510674267,0.00018306565183582655,5.451521812504022e-06
